ne;tipo;Observação;A pagar; Cancelado; Inscritos; Pago
070023000012020NE000071;LIMPEZA E CONSERVACAO;RECOLHIMENTO DE ISS SOBRE NF 70, EMITIDA EM 03/02/2020, REF. CONTRATO 13/2019, MES DE JANEIRO/2020, VALOR BASE R$ 2.356,00, ALIQUOTA 2,5 PP.;NA;NA;NA;NA
070023000012020NE000071;LIMPEZA E CONSERVACAO;RECOLHIMENTO DE ISS SOBRE NF 71, EMITIDA EM 03/02/2020, REF. CONTRATO 13/2019, MES DE JANEIRO/2020, VALOR BASE R$ 2.490,00, ALIQUOTA 3,50 PP.;NA;NA;NA;NA
070023000012020NE000071;LIMPEZA E CONSERVACAO;RECOLHIMENTO DE ISS SOBRE NF 72, EMITIDA EM 03/02/2020, REF. CONTRATO 13/2019, MES DE JANEIRO/2020, VALOR BASE R$ 2.600,00, ALIQUOTA 3,00 PP.;NA;NA;NA;NA
070023000012020NE000071;LIMPEZA E CONSERVACAO;RECOLHIMENTO DE ISS SOBRE NF 73, EMITIDA EM 03/02/2020, REF. CONTRATO 13/2019, MES DE JANEIRO/2020, VALOR BASE R$ 2500,00, ALIQUOTA 4,00 PP.;NA;NA;NA;NA
070023000012020NE000071;LIMPEZA E CONSERVACAO;RECOLHIMENTO DE ISS SOBRE NF 74, EMITIDA EM 03/02/2020, REF. CONTRATO 13/2019, MES DE JANEIRO/2020, VALOR BASE R$ 2.460,00, ALIQUOTA 3,00 PP.;NA;NA;NA;NA
070023000012020NE000071;LIMPEZA E CONSERVACAO;RECOLHIMENTO DE ISS SOBRE NF 75, EMITIDA EM 03/02/2020, REF. CONTRATO 13/2019, MES DE JANEIRO/2020, VALOR BASE R$ 2.465,00, ALIQUOTA 3,00 PP.;NA;NA;NA;NA
070023000012020NE000071;LIMPEZA E CONSERVACAO;RECOLHIMENTO DE ISS SOBRE NF 76, EMITIDA EM 03/02/2020, REF. CONTRATO 13/2019, MES DE JANEIRO/2020, VALOR BASE R$ 2.386,00, ALIQUOTA 3,00 PP.;NA;NA;NA;NA
070023000012020NE000071;LIMPEZA E CONSERVACAO;19CT0013 - PRESTACAO DE SERVICOS CONTINUOS DE LIMPEZA, CONSERVACAO E HIGIENIZACAO DOS EDIFICIOS QUE ABRIGAM CARTORIOS ELEITORAIS NO INTERIOR DE GOIAS. PROR-ROGACAO DA VIGENCIA CONTRATUAL. REFORCO A 2020NE000067.;NA;NA;NA;NA
070023000012020NE000071;LIMPEZA E CONSERVACAO;19CT0013- CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE LIMPEZA E CONSENOS CARTORIOS ELEITORAIS DE CALDAS NOVAS, PLANALTINA, POSSE, BURITI           ALEGRE,NIQUELANDIA, MINEIROS.;NA;NA;NA;NA
070023000012020NE000222;LIMPEZA E CONSERVACAO;APROPRIACAO DE GLOSA DE R$ 647,34, RETIDA REFERENTE A PREVISAO DA RESOLUCAO 169/2013-CNJ, RELATIVA AO PAGAMENTO DAS NF 1422 E 1423, DE SERVICOS DE LIMPEZA NOS CARTORIOS DE GOIAS E PIRES DO RIO. CONTRATO 12/2019.  EMITIDAS EM 05/02/2020. REFERENCIA: JANEIRO/20;NA;NA;NA;NA
070023000012020NE000222;LIMPEZA E CONSERVACAO;INCLUSAO DE RETENCAO PARA CONTA VINCULADA - RES 169/2013 CNJ;NA;NA;NA;NA
070023000012020NE000222;LIMPEZA E CONSERVACAO;PAGAMENTO DAS NFS 1422 E 1423, EMITIDAS EM 05/02/2020. CONTRATO TRE/GO N. 12/2019. SERVICOS DE LIMPEZA E CONSERVACAO NOS EDIFICIOS QUE ABRIGAM OS CARTORIOS DE GOIAS E PIRES DO RIO. REFERENCIA: JANEIRO/2019. VALOR BRUTO R$ 5.351,32. (RETENCAO DE R$ 647,34 REFERENTE AO PREVISTO NA RESOLUCAO 169/2013-CNJ, A SEREM RECOLHIDOS POSTERIORMENTE EM CONTA VINCULADA).;NA;NA;NA;NA
070023000012020NE000222;LIMPEZA E CONSERVACAO;RECOLHIMENTO DE INSS REF. NF. 1422 E 1423,  BASE DE CALCULO R$ 5.351,32, ALIQUOTA 11,00 PP., - CONTRATO 12/2019 - SERVICOS DE LIMPEZA NO CARTORIO DE GOIAS E PIRES DO RIO � JANEIRO 2020.;NA;NA;NA;NA
070023000012020NE000222;LIMPEZA E CONSERVACAO;RECOLHIMENTO DE ISS REF. NF. 1422,  BASE DE CALCULO R$ 2.680,21, ALIQUOTA 5,00 PP., - CONTRATO 12/2019 - SERVICOS DE LIMPEZA NO CARTORIO DE GOIAS � JANEIRO 2020.;NA;NA;NA;NA
070023000012020NE000222;LIMPEZA E CONSERVACAO;RECOLHIMENTO DE ISS REF. NF. 1423,  BASE DE CALCULO R$ 2.671,11, ALIQUOTA 5,00 PP., - CONTRATO 12/2019 - SERVICOS DE LIMPEZA NO CARTORIO DE PIRES DO RIO � JANEIRO 2020.;NA;NA;NA;NA
070023000012020NE000222;LIMPEZA E CONSERVACAO;RECOLHIMENTO DE TRIBUTOS FEDERAIS REF. NF 1422 E 1423, CONFORME IN 1234/2012,  BASE DE CALCULO R$ 5.351,32, ALIQUOTA 9,45 PP., - CONTRATO 12/2019 - SERVICOS DE LIMPEZA NO CARTORIO DE GOIAS E PIRES DO RIO � JANEIRO 2020.;NA;NA;NA;NA
070023000012020NE000222;LIMPEZA E CONSERVACAO;19CT0012 - PRESTACAO DE SERVICOS CONTINUOS DE LIMPEZA, CONSERVACAO E HIGIENIZACAO DOS EDIFICIOS QUE ABRIGAM CARTORIOS ELEITORAIS NO INTERIOR DE GOIAS. PROR-ROGACAO DA VIGENCIA CONTRATUAL. REFORCO A 2020NE000222.;NA;NA;NA;NA
070023000012020NE000222;LIMPEZA E CONSERVACAO;19CT0012- CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE LIMPEZA E CONS.NOS CARTORIOS ELEITORAIS DE PIRES DO RIO E MUN. DE GOIAS.;NA;NA;NA;NA
070023000012020NE000194;OUTROS SERVICOS DE TERCEIROS - PJ;PAGAMENTO DAS NFS N. 8945 E 8946  EMITIDAS EM 20/12/2019. CONTRATO TRE-GO N. 38/2014. OCORRENCIA DE SERVICOS EXTRAORDINARIOS NO MES DE OUTUBRO/2019, POR OCASIAO DA CORRIDA PELA DEMOCRACIA.  SERVICOS DE LIMPEZA, CONSERVACAO, HIGIENIZACAO, GARCOM E ENCARREGADO NOS EDIFICIOS QUE ABRIGAM OS CARTORIOS ELEITORAIS DE GOIANIA, APARECIDA DE GOIANIA, ED. SEDE E ANEXOS I E II. VALOR DAS NFS R$ 324,49. MULTA POR ATRASO NO RECOLHIMENTO DA CONTRIBUICAO AO INSS R$ 0,90.;NA;NA;NA;NA
070023000012020NE000194;OUTROS SERVICOS DE TERCEIROS - PJ;RETENCAO DA CONTRIBUICAO AO INSS. AL. 11 PP. BASE DE CALCULO NA NF 8945 (R$ 188,70) E NA NF 8946 (R$ 88,61). MULTA POR ATRASO NO RECOLHIMENTO (R$ 0,90).;NA;NA;NA;NA
070023000012020NE000194;OUTROS SERVICOS DE TERCEIROS - PJ;RETENCAO DE ISS DEVIDO AO MUNICIPIO DE GOIANIA. AL. 5 PP. NFS 8945 (R$ 235,88) E 8946 (R$ 88,61). PAD 12712/2019.;NA;NA;NA;NA
070023000012020NE000194;OUTROS SERVICOS DE TERCEIROS - PJ;RETENCAO DE TRIBUTOS FEDERAIS CONFORME IN 1234/2012 RFB. AL. 5,85. VALOR DA NF (R$ 235,88). PAD 12712/2019.;NA;NA;NA;NA
070023000012020NE000194;OUTROS SERVICOS DE TERCEIROS - PJ;RETENCAO DE TRIBUTOS FEDERAIS CONFORME IN 1234/2012 RFB. AL. 9,45. VALOR DA NF (R$ 88,61). PAD 12712/2019.;NA;NA;NA;NA
070023000012020NE000194;OUTROS SERVICOS DE TERCEIROS - PJ;HORAS EXTRAS ORIUNDAS DOS SERVICOS PRESTADOS ATRAVES DO CONTRATO TRE-GO N� 38/2014, DIANTE DA OCORRENCIA DE SERVICOSEXTRAORDINARIOS NO MES DE OUTUBRO/2019 ,POR OCASIAO DA CORRIDA PELA DEMOCRACIA.;NA;NA;NA;NA
070023000012020NE000195;OUTROS SERVICOS DE TERCEIROS - PJ;REFERENTE A DIFERENCA DE VALORES DECORRENTES DA REPACTUACAO RELATIVA AOS SERV COS DE LIMPEZA, CONSERVACAO E HIGIENIZACAO NOS EDIFICIOS DA JUSTICA ELEITORAL PERIODO: 01/10 A 30/11/2018.;NA;NA;NA;NA
070023000012020NE000207;OUTROS SERVICOS DE TERCEIROS - PJ;19CT0012 SERVICOS DE LIMPEZA, CONSERVACAO E HIGIENIZACAO, PRESTADOS NOS CARTO-RIOS DE GOIAS E PIRES DO RIO. DIFERENCA RELATIVA AO PERIDO DE 17/07 A 31/12 DECORRENTE DE REPACTUACAO NO CONTRATO 12/2019.;NA;NA;NA;NA
070023000012020NE000194;OUTROS SERVICOS DE TERCEIROS - PJ;PAGAMENTO DAS NFS N. 8945 E 8946  EMITIDAS EM 20/12/2019. CONTRATO TRE-GO N. 38/2014. OCORRENCIA DE SERVICOS EXTRAORDINARIOS NO MES DE OUTUBRO/2019, POR OCASIAO DA CORRIDA PELA DEMOCRACIA.  SERVICOS DE LIMPEZA, CONSERVACAO, HIGIENIZACAO, GARCOM E ENCARREGADO NOS EDIFICIOS QUE ABRIGAM OS CARTORIOS ELEITORAIS DE GOIANIA, APARECIDA DE GOIANIA, ED. SEDE E ANEXOS I E II. VALOR DAS NFS R$ 324,49. MULTA POR ATRASO NO RECOLHIMENTO DA CONTRIBUICAO AO INSS R$ 0,90.;NA;NA;NA;NA
070023000012020NE000194;OUTROS SERVICOS DE TERCEIROS - PJ;RETENCAO DA CONTRIBUICAO AO INSS. AL. 11 PP. BASE DE CALCULO NA NF 8945 (R$ 188,70) E NA NF 8946 (R$ 88,61). MULTA POR ATRASO NO RECOLHIMENTO (R$ 0,90).;NA;NA;NA;NA
070023000012020NE000194;OUTROS SERVICOS DE TERCEIROS - PJ;RETENCAO DE ISS DEVIDO AO MUNICIPIO DE GOIANIA. AL. 5 PP. NFS 8945 (R$ 235,88) E 8946 (R$ 88,61). PAD 12712/2019.;NA;NA;NA;NA
070023000012020NE000194;OUTROS SERVICOS DE TERCEIROS - PJ;RETENCAO DE TRIBUTOS FEDERAIS CONFORME IN 1234/2012 RFB. AL. 5,85. VALOR DA NF (R$ 235,88). PAD 12712/2019.;NA;NA;NA;NA
070023000012020NE000194;OUTROS SERVICOS DE TERCEIROS - PJ;RETENCAO DE TRIBUTOS FEDERAIS CONFORME IN 1234/2012 RFB. AL. 9,45. VALOR DA NF (R$ 88,61). PAD 12712/2019.;NA;NA;NA;NA
070023000012020NE000194;OUTROS SERVICOS DE TERCEIROS - PJ;HORAS EXTRAS ORIUNDAS DOS SERVICOS PRESTADOS ATRAVES DO CONTRATO TRE-GO N� 38/2014, DIANTE DA OCORRENCIA DE SERVICOSEXTRAORDINARIOS NO MES DE OUTUBRO/2019 ,POR OCASIAO DA CORRIDA PELA DEMOCRACIA.;NA;NA;NA;NA
070023000012020NE000195;OUTROS SERVICOS DE TERCEIROS - PJ;ADEQUACAO DE GPS;NA;NA;NA;NA
070023000012020NE000195;OUTROS SERVICOS DE TERCEIROS - PJ;APROPRIACAO DA NOTA FISCAL 4139 (EMITIDA EM 28/11/19). LIMPEZA E CONSERVACAO, COM FORNECIMENTO DE MAO DE OBRA E TODOS MATERIAIS, NOS CARTORIOS ELEITORAIS DE BURITI ALEGRE, CALDAS NOVAS, GOIAS, MINEIROS, NIQUELANDIA, PIRES DO RIO, POSSE, PLANALTINA, URUACU, VALPARAISO DE GOIAS. REPACTUACAO REFERENTE AO PERIODO DE 01/10/2018 A 30/11/2018. PAD 12901/2019. VALOR BRUTO DA NF R$ 2.087,33. MULTA E JUROS POR ATRASO NO RECOLHIMENTO DO INSS NO VALOR DE R$ 42,56.;NA;NA;NA;NA
070023000012020NE000195;OUTROS SERVICOS DE TERCEIROS - PJ;RECOLHIMENTO DE INSS. AL. 11 PP SOBRE O VALOR DA NF 4139 (R$ 2.087,33). MULTA/JUROS POR ATRASO R$ 42,56. PAD 12901/2019.;NA;NA;NA;NA
070023000012020NE000195;OUTROS SERVICOS DE TERCEIROS - PJ;RECOLHIMENTO DE INSS. AL. 11 PP SOBRE O VALOR DA NF 4139 (R$ 2.087,33). PAD 12901/2019. MULTA/JUROS DE R$ 42,56 (DEVIDA PELO TRE-GO).;NA;NA;NA;NA
070023000012020NE000195;OUTROS SERVICOS DE TERCEIROS - PJ;RECOLHIMENTO DE ISS DEVIDO AO MUNICIPIO DE GOIANIA/GO. AL. 5 PP. SOBRE O VALOR DA NF 4139 (R$ 2.087,33). PAD 12901/2019.;NA;NA;NA;NA
070023000012020NE000195;OUTROS SERVICOS DE TERCEIROS - PJ;RECOLHIMENTO DE TRIBUTOS FEDERAIS CONFORME IN 1234/2012 RFB. AL. 9,45 PP SOBRE O VALOR DA NF 4139 (R$ 2.087,33). PAD 12901/2019.;NA;NA;NA;NA
070023000012020NE000195;OUTROS SERVICOS DE TERCEIROS - PJ;REFERENTE A DIFERENCA DE VALORES DECORRENTES DA REPACTUACAO RELATIVA AOS SERV COS DE LIMPEZA, CONSERVACAO E HIGIENIZACAO NOS EDIFICIOS DA JUSTICA ELEITORAL PERIODO: 01/10 A 30/11/2018.;NA;NA;NA;NA
070023000012020NE000207;OUTROS SERVICOS DE TERCEIROS - PJ;PAGAMENTO DAS NF 1397 E 1398, VALOR BASE R$ 900,95. SERVICOS DE LIMPEZA NOS CARTORIOS DE GOIAS E PIRES DO RIO, REPACTUACAO RELATIVA AO PERIODO DE 17/07/2019 A 31/12/2019.;NA;NA;NA;NA
070023000012020NE000207;OUTROS SERVICOS DE TERCEIROS - PJ;PAGAMENTO DAS NFSE N. 1397 E 1398, EMITIDAS EM 13/12/2019. CONTRATO TRE/GO N. 12/2019. SERVICOS DE LIMPEZA E CONSERVACAO NOS EDIFICIOS QUE ABRIGAM OS CARTORIOS DE GOIAS E PIRES DO RIO. DIFERENCA RELATIVA A REPACTUACAO. REFERENCIA: 17/07/2019 A 31/12/2019. VALOR BRUTO R$ 900,95.;NA;NA;NA;NA
070023000012020NE000207;OUTROS SERVICOS DE TERCEIROS - PJ;RECOLHIMENTO DE INSS SOBRE NF 1397 E 1398, VALOR BASE R$ 900,95, ALIQUOTA 11,00 PP., SERVICOS DE LIMPEZA NOS CARTORIOS DE GOIAS E PIRES DO RIO, REPACTUACAO RELATIVA AO PERIODO DE 17/07/2019 A 31/12/2019.;NA;NA;NA;NA
070023000012020NE000207;OUTROS SERVICOS DE TERCEIROS - PJ;RECOLHIMENTO DE ISS SOBRE NF 1397, DEVIDA AO MUNICIPIO DE GOIAS-GO. VALOR BASE R$ 451,21, ALIQUOTA 5,00 PP., SERVICOS DE LIMPEZA NO CARTORIO DE GOIAS, REPACTUACAO RELATIVA AO PERIODO DE 17/07/2019 A 31/12/2019.;NA;NA;NA;NA
070023000012020NE000207;OUTROS SERVICOS DE TERCEIROS - PJ;RECOLHIMENTO DE ISS SOBRE NF 1398, DEVIDO AO MUNICIPIO DE PIRES DO RIO-GO. VALOR BASE R$ 449,74, ALIQUOTA 5,00 PP., SERVICOS DE LIMPEZA NO CARTORIO DE  PIRES DO RIO, REPACTUACAO RELATIVA AO PERIODO DE 17/07/2019 A 31/12/2019.;NA;NA;NA;NA
070023000012020NE000207;OUTROS SERVICOS DE TERCEIROS - PJ;RECOLHIMENTO DE TRIBUTOS FEDERAIS CFE. IN 1234/2012RFB, VALOR BASE R$ 900,95, ALIQUOTA 9,45 PP., SERVICOS DE LIMPEZA NOS CARTORIOS DE GOIAS E PIRES DO RIO. NFS 1397 E 1398. REPACTUACAO RELATIVA AO PERIODO DE 17/07/2019 A 31/12/2019.;NA;NA;NA;NA
070023000012020NE000207;OUTROS SERVICOS DE TERCEIROS - PJ;19CT0012 SERVICOS DE LIMPEZA, CONSERVACAO E HIGIENIZACAO, PRESTADOS NOS CARTO-RIOS DE GOIAS E PIRES DO RIO. DIFERENCA RELATIVA AO PERIDO DE 17/07 A 31/12 DECORRENTE DE REPACTUACAO NO CONTRATO 12/2019.;NA;NA;NA;NA
070023000012020NE000072;LOCACAO DE IMOVEIS;18CT0048 - LOCACAO DO IMOVEL SITUADO NO PIGALLE SHOPPING, SITO NA AV. TOCANTINNR. 1101, CENTRO, ONDE FICA A INSTALACAO E FUNCIONAMENTO DA 34 ZONA           ELEITORAL CIDADE DE ANICUNS-GO.;NA;NA;NA;NA
070023000012020NE000073;LOCACAO DE IMOVEIS;14NE0086 - RENOVACAO DA LOCACAO DE 02 (DUAS) SALAS COMERCIAIS PARA ABRIGAR O  O CARTORIO ELEITORAL DE ANICUNS -GO;NA;NA;NA;NA
070023000012020NE000077;LOCACAO DE IMOVEIS;18CT0005 - LOCACAO DE IMOVEL P/ O CART.ELEITORAL DE SANTO ANTONIO DESCOBERTO.;NA;NA;NA;NA
070023000012020NE000078;LOCACAO DE IMOVEIS;18CT0077 - LOCACAO DE IMOVEL URBANO - CARTORIO ELEITORAL DE IPORA.;NA;NA;NA;NA
070023000012020NE000079;LOCACAO DE IMOVEIS;18CT0043 - LOCACAO DO IMOVEL DESTINADO A INSTALACAO E FUNCIONAMENTO 96 ZONA   ELEITORAL - CIDADE DE ITAJA-GO.;NA;NA;NA;NA
070023000012020NE000080;LOCACAO DE IMOVEIS;18CT0074 - LOCACAO DO IMOVEL URBANO SITUADO NA AVENIDA JOSE JUNQUEIRA DE ALMEIDA, NR. 714, QD-04, LT-12, LOTEAMENTO SAO PAULO, DESTINADO A INSTALACAO E     FUNCIONAMENTO DA SEDE DA 106 ZONA ELEITORAL - CIDADE DE CACU-GO.;NA;NA;NA;NA
070023000012020NE000083;LOCACAO DE IMOVEIS;18CT0016 - LOCACAO DO IMOVEL URBANO DESTINADO A INSTALACAO E FUNCIONAMENTO DA 124 ZONA ELEITORAL NO MUNICIPIO DE BOM JESUS DE GOIAS.;NA;NA;NA;NA
070023000012020NE000084;LOCACAO DE IMOVEIS;18CT0019 - LOCACAO DE IMOVEL PARA ABRIGAR O CARTORIO ELEITORAL DE JARAGUA.;NA;NA;NA;NA
070023000012020NE000084;LOCACAO DE IMOVEIS;REFORCO NE84;NA;NA;NA;NA
070023000012020NE000089;LOCACAO DE IMOVEIS;18CT0092 - LOCACAO DE IMOVEL PARA ABRIGAR CARTORIO ELEITORAL DE GOIATUBA -    ZE 38�. VENC. 21/01/2022.;NA;NA;NA;NA
070023000012020NE000072;LOCACAO DE IMOVEIS;PAGAMENTO REFERENTE A LOCACAO DO IMOVEL QUE ABRIGA O CARTORIO ELEITORAL E ARQUIVO DA 34� ZONA ELEITORAL - ANICUNS. PERIODO: 01/01/20 A 31/01/20. CONTRATOS DE LOCACAO N� 48/2018 E 09/2018, NOS VALORES DE R$ 1.923,69 E R$ 759,20, RESPECTIVAMENTE, PAD 1669/2020.;NA;NA;NA;NA
070023000012020NE000072;LOCACAO DE IMOVEIS;RECOLHIMENTO DE IMPOSTO DE RENDA. ALIQUOTA: 7,5 PP. BASE DE CALCULO: R$ 2.682,89. PAGAMENTO REFERENTE A LOCACAO DO IMOVEL QUE ABRIGA O CARTORIO ELEITORAL E ARQUIVO DA 34� ZONA ELEITORAL - ANICUNS. PERIODO: JANEIRO/20.PAD 1669/20.;NA;NA;NA;NA
070023000012020NE000072;LOCACAO DE IMOVEIS;18CT0048 - LOCACAO DO IMOVEL SITUADO NO PIGALLE SHOPPING, SITO NA AV. TOCANTINNR. 1101, CENTRO, ONDE FICA A INSTALACAO E FUNCIONAMENTO DA 34 ZONA           ELEITORAL CIDADE DE ANICUNS-GO.;NA;NA;NA;NA
070023000012020NE000073;LOCACAO DE IMOVEIS;PAGAMENTO REFERENTE A LOCACAO DO IMOVEL QUE ABRIGA O CARTORIO ELEITORAL E ARQUIVO DA 34� ZONA ELEITORAL - ANICUNS. PERIODO: 01/01/20 A 31/01/20. CONTRATOS DE LOCACAO N� 48/2018 E 09/2018, NOS VALORES DE R$ 1.923,69 E R$ 759,20, RESPECTIVAMENTE, PAD 1669/2020.;NA;NA;NA;NA
070023000012020NE000073;LOCACAO DE IMOVEIS;14NE0086 - RENOVACAO DA LOCACAO DE 02 (DUAS) SALAS COMERCIAIS PARA ABRIGAR O  O CARTORIO ELEITORAL DE ANICUNS -GO;NA;NA;NA;NA
070023000012020NE000077;LOCACAO DE IMOVEIS;PAGAMENTO REFERENTE AO ALUGUEL DO IMOVEL QUE ABRIGA O 024 CARTORIO ELEITORAL DE SANTO ANTONIO DO DESCOBERTO-GO, DO PERIODO DE 01/01/20 A 31/01/2020, NOS TERMOS DO CONTRATO DE LOCACAO   N�  05/2018. PAD 1388/2020. VALOR R$ 2,284,66.;NA;NA;NA;NA
070023000012020NE000077;LOCACAO DE IMOVEIS;RECOLHIMENTO DE IMPOSTO DE RENDA REFERENTE AO ALUGUEL DO IMOVEL DO 24 CARTORIO ELEITORAL E SANTO ANTONIO DO DESCOBERTO, ALQ. 7,5 PORCENTO, PAD 1388/2020;NA;NA;NA;NA
070023000012020NE000077;LOCACAO DE IMOVEIS;18CT0005 - LOCACAO DE IMOVEL P/ O CART.ELEITORAL DE SANTO ANTONIO DESCOBERTO.;NA;NA;NA;NA
070023000012020NE000078;LOCACAO DE IMOVEIS;APROPRIACAO PARA PAGAMENTO REFERENTE A LOCACAO DO IMOVEL QUE ABRIGA O CARTORIO ELEITORAL DE IPORA (53A ZONA ELEITORAL), RELATIVO AO PERIODO DE JANEIRO/2020. CONTRATO: 77/2018. PAD 1110/2020.;NA;NA;NA;NA
070023000012020NE000078;LOCACAO DE IMOVEIS;PAGAMENTO REFERENTE A LOCACAO DO IMOVEL QUE ABRIGA O CARTORIO ELEITORAL DE IPORA (53A ZONA ELEITORAL), RELATIVO AO PERIODO DE JANEIRO/2020. CONTRATO: 77/2018. PAD 1110/2020.;NA;NA;NA;NA
070023000012020NE000078;LOCACAO DE IMOVEIS;18CT0077 - LOCACAO DE IMOVEL URBANO - CARTORIO ELEITORAL DE IPORA.;NA;NA;NA;NA
070023000012020NE000079;LOCACAO DE IMOVEIS;PAGAMENTO REFERENTE A LOCACAO DO IMOVEL QUE ABRIGA O CARTORIO ELEITORAL DA 96� ZONA ELEITORAL (ITAJA -GO), RELATIVO AO PERIODO DE 01/01/2020 A 31/01/2020, CONFORME CONTRATO TRE-GO N. 43/2018.;NA;NA;NA;NA
070023000012020NE000079;LOCACAO DE IMOVEIS;18CT0043 - LOCACAO DO IMOVEL DESTINADO A INSTALACAO E FUNCIONAMENTO 96 ZONA   ELEITORAL - CIDADE DE ITAJA-GO.;NA;NA;NA;NA
070023000012020NE000080;LOCACAO DE IMOVEIS;APROPRIACAO REFERENTE A LOCACAO DO IMOVEL QUE ABRIGA O CARTORIO ELEITORAL DA 106 � ZONA ELEITORAL - CACU, RELATIVO AO PERIODO DE 01/01 A 31/01/2020, NOS TERMOS DO CONTRATO DE LOCACAO N�. 74/2018. PAD 1070/2020.;NA;NA;NA;NA
070023000012020NE000080;LOCACAO DE IMOVEIS;PAGAMENTO REFERENTE A LOCACAO DO IMOVEL QUE ABRIGA O CARTORIO ELEITORAL DA 106 � ZONA ELEITORAL - CACU, RELATIVO AO PERIODO DE 01/01 A 31/01/2020, NOS TERMOS DO CONTRATO DE LOCACAO N�. 74/2018. PAD 1070/2020.;NA;NA;NA;NA
070023000012020NE000080;LOCACAO DE IMOVEIS;18CT0074 - LOCACAO DO IMOVEL URBANO SITUADO NA AVENIDA JOSE JUNQUEIRA DE ALMEIDA, NR. 714, QD-04, LT-12, LOTEAMENTO SAO PAULO, DESTINADO A INSTALACAO E     FUNCIONAMENTO DA SEDE DA 106 ZONA ELEITORAL - CIDADE DE CACU-GO.;NA;NA;NA;NA
070023000012020NE000083;LOCACAO DE IMOVEIS;APROPRIACAO REFERENTE AO PAGAMENTO DE LOCACAO DO IMOVEL QUE ABRIGA O CARTORIO ELEITORAL DE BOM JESUS/124 ZE. ENDERECO: AV. GOIAS, QUADRA 64, LOTE 23, SETOR ALVORADA. PERIODO: JANEIRO/2020. CONTRATO: 16/2018. PAD 1186/2020.;NA;NA;NA;NA
070023000012020NE000083;LOCACAO DE IMOVEIS;PAGAMENTO REFERENTE A LOCACAO DO IMOVEL QUE ABRIGA O CARTORIO ELEITORAL DE BOM JESUS/124 ZE. ENDERECO: AV. GOIAS, QUADRA 64, LOTE 23, SETOR ALVORADA. PERIODO: JANEIRO/2020. CONTRATO: 16/2018. PAD 1186/2020.;NA;NA;NA;NA
070023000012020NE000083;LOCACAO DE IMOVEIS;RETENCAO DE IMPOSTO DE RENDA - PESSOA FISICA, 7,5 PP. VALOR DA PARCELA DEDUZIDA - 142,80. JANEIRO/2020.;NA;NA;NA;NA
070023000012020NE000083;LOCACAO DE IMOVEIS;18CT0016 - LOCACAO DO IMOVEL URBANO DESTINADO A INSTALACAO E FUNCIONAMENTO DA 124 ZONA ELEITORAL NO MUNICIPIO DE BOM JESUS DE GOIAS.;NA;NA;NA;NA
070023000012020NE000084;LOCACAO DE IMOVEIS;PAGAMENTO REFERENTE AO ALUGUEL DO IMOVEL QUE ABRIGA O 017 CARTORIO ELEITORAL DE JARAGUA-GO, DO PERIODO DE 01/01/20 A 31/01/2020, NOS   TERMOS   DO   CONTRATO  DE LOCACAO N. 19/2018.;NA;NA;NA;NA
070023000012020NE000084;LOCACAO DE IMOVEIS;PAGAMENTO REFERENTE AO ALUGUEL DO IMOVEL QUE ABRIGA O 017 CARTORIO ELEITORAL DE JARAGUA-GO, DO PERIODO DE 01/01/20 A 31/01/2020, NOS   TERMOS   DO   CONTRATO  DE LOCACAO N. 19/2018. PAD 1215/2020, R$ 1.663,62.;NA;NA;NA;NA
070023000012020NE000084;LOCACAO DE IMOVEIS;18CT0019 - LOCACAO DE IMOVEL PARA ABRIGAR O CARTORIO ELEITORAL DE JARAGUA.;NA;NA;NA;NA
070023000012020NE000084;LOCACAO DE IMOVEIS;REFORCO NE84;NA;NA;NA;NA
070023000012020NE000089;LOCACAO DE IMOVEIS;APROPRIACAO REFERENTE AO PAGAMENTO DA LOCACAO DO IMOVEL QUE ABRIGA O CARTORIO ELEITORAL DE GOIATUBA/038 ZE. ENDERECO: RUA MINAS GERAIS, N 1092, COMODO 2, QUADRA 58, LOTE 08, SETOR CENTRAL. PERIODO:JANEIRO/2020. CONTRATO: 92/2018. PAD 1111/2020.;NA;NA;NA;NA
070023000012020NE000089;LOCACAO DE IMOVEIS;PAGAMENTO REFERENTE A LOCACAO DO IMOVEL QUE ABRIGA O CARTORIO ELEITORAL DE GOIATUBA/038 ZE. ENDERECO: RUA MINAS GERAIS, N 1092, COMODO 2, QUADRA 58, LOTE 08, SETOR CENTRAL. PERIODO:JANEIRO/2020. CONTRATO: 92/2018. PAD 1111/2020.;NA;NA;NA;NA
070023000012020NE000089;LOCACAO DE IMOVEIS;RETENCAO DE IMPOSTO DE RENDA - PESSOA FISICA - ALIQUOTA: 7,5 PP MAIS DEDUCAO NO VALOR DE 142,80 - MES REFERENCIA: JANEIRO/2020. PAD 1111/2020.;NA;NA;NA;NA
070023000012020NE000089;LOCACAO DE IMOVEIS;18CT0092 - LOCACAO DE IMOVEL PARA ABRIGAR CARTORIO ELEITORAL DE GOIATUBA -    ZE 38�. VENC. 21/01/2022.;NA;NA;NA;NA
070023000012020NE000081;LOCACAO DE IMOVEIS;17CT0010-LOCACAO DE UMA LOJA COMERCIAL TERREA PARA ABRIGAR A CENTRAL DE ATEND.AOS ELEITORES DOS CARTORIOS ELEITORAIS DE GOIANIA.;NA;NA;NA;NA
